region,component,metric_suffix,metric_title,mean_col,slope,intercept,rvalue,r2,pvalue,stderr,n
F3,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.016873606840553942,0.7369082132516304,-0.32503048361945674,0.10564481528189794,0.011279335450442681,0.006446512800997773,60
F3,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.006363689623047792,-0.3873070078284734,0.20571977056955676,0.042320624003191074,0.11481948961693383,0.003974925825983182,60
F3,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,-0.010792049496651756,0.450931164499243,-0.268129020734352,0.07189317175996257,0.038328617907657646,0.005091492327052,60
F3,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,-0.01309291271919763,-0.24764327459545882,-0.2773737614390556,0.07693620353485014,0.031902765632644006,0.00595487649947691,60
F3,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.002885004850595381,-0.2941845530474818,-0.08003381894897749,0.006405412175557708,0.5432706402075332,0.004718061732425802,60
F3,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,-0.013696947636373087,3.996464427158176,-0.28281290487803484,0.07998313916555239,0.02856136172134302,0.006099699910028965,60
F3,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,0.007135899331576461,-5.279054562250375,0.17671576789790158,0.031228462623745023,0.17679247501887516,0.005218793358455174,60
F3,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,0.0012319147750822221,4.773039040315641,0.02742482070449127,0.000752120790673493,0.8352273230557969,0.005896027328671129,60
F3,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,-0.026872365298100328,-4.272653414885393,-0.4794998993921184,0.22992015351705167,0.00010604459301331352,0.006457601726113294,60
F3,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.013834827113564355,6.079162573848531,0.28873508093340705,0.08336794696162111,0.025262083441000838,0.006023621935460684,60
F3,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,0.023101603537358278,31.65294697504708,0.2901441313027205,0.0841836169294103,0.02452626033409644,0.010005033408792493,60
F3,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,0.022781806743605984,96.18984301435972,0.11988910370731319,0.014373397187742897,0.3615484118256974,0.02477140624577414,60
F3,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,0.0548525797509893,180.8108752858488,0.3423019304655022,0.11717061160040952,0.0074266856644551,0.019770247367414808,60
F3,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.019851951269532743,316.6060420239777,0.13525058042941954,0.018292719506494883,0.3028448334886152,0.019095941344983262,60
F3,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,0.010093303654123434,246.62412038438254,0.04027186683812708,0.0016218232586278395,0.7599804739608704,0.032882522032080655,60
F4,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.0010612449526327323,0.20201589479566165,-0.022233808616511547,0.0004943422455956631,0.8660953434814493,0.006265855949050231,60
F4,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,-0.0022748241624914365,-0.4288135772221164,-0.06262753217889883,0.003922207786819008,0.6345210714568175,0.0047600900180628705,60
F4,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,-0.014254926816919734,0.09627281376094216,-0.3676586438308944,0.13517287838357248,0.003853332218869606,0.004734464503947837,60
F4,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,-0.007468314850101075,0.10344512281950037,-0.18003224999165982,0.032411611037059494,0.16867774945314173,0.005358011443285319,60
F4,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.007923264630511325,-0.1355528313265898,-0.2613040371953113,0.06827979985456864,0.043730977528047575,0.003843145264728306,60
F4,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,0.0003023218698266155,3.4276415789859844,0.006211629782327233,3.858434455269467e-05,0.9624308492535422,0.0063905998664537875,60
F4,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,-0.006547333441778585,-5.097134811114491,-0.13305659626326372,0.017704057809165164,0.31082794402757125,0.006403762666176069,60
F4,P200,peak_amp_roll_mean,Peak amplitude,P200_peak_amp_roll_mean,-0.012997856173958301,4.709954600201471,-0.3253408738162789,0.10584668417553991,0.011197186982761174,0.004960495924589004,60
F4,N200,peak_amp_roll_mean,Peak amplitude,N200_peak_amp_roll_mean,-0.02367303824196269,-3.8837888011385235,-0.5452181903540838,0.297262875092982,6.653508645234785e-06,0.0047793200543086315,60
F4,P300,peak_amp_roll_mean,Peak amplitude,P300_peak_amp_roll_mean,0.007228272762873926,6.103363115241548,0.16291785479115933,0.026542227409753278,0.21359567322836548,0.005747915982344858,60
F4,P50,peak_lat_ms_roll_mean,Peak latency,P50_peak_lat_ms_roll_mean,-0.0047181333025708505,31.057919062752212,-0.05232566453588035,0.0027379751691214865,0.6913240331162626,0.011823501162826901,60
F4,N100,peak_lat_ms_roll_mean,Peak latency,N100_peak_lat_ms_roll_mean,-0.034743498938197066,98.64229700531341,-0.22492036090865025,0.05058916875127748,0.08402574979348376,0.01976322775818077,60
F4,P200,peak_lat_ms_roll_mean,Peak latency,P200_peak_lat_ms_roll_mean,-0.02339685027421632,183.66832553554613,-0.16740487800731968,0.028024393180645583,0.20108062555632267,0.018092682966367596,60
F4,N200,peak_lat_ms_roll_mean,Peak latency,N200_peak_lat_ms_roll_mean,0.0823221552531125,314.9863065812483,0.4829178989049669,0.23320969708278783,9.3077677265446e-05,0.01960052656867441,60
F4,P300,peak_lat_ms_roll_mean,Peak latency,P300_peak_lat_ms_roll_mean,0.03378410855694051,246.5440669558784,0.10634724304751779,0.01130973610380782,0.4186700748031109,0.04147652472574463,60
FC1,P50,mean_amp_roll_mean,Mean amplitude,P50_mean_amp_roll_mean,-0.012600268876784906,0.577569866147211,-0.25743109320843927,0.06627076775049215,0.04706537257749589,0.006210338788408363,60
FC1,N100,mean_amp_roll_mean,Mean amplitude,N100_mean_amp_roll_mean,0.012659763649863511,-2.9876765534598495,0.3371334570890148,0.1136589678887906,0.008436245593994349,0.004642053852700556,60
FC1,P200,mean_amp_roll_mean,Mean amplitude,P200_mean_amp_roll_mean,-0.000838932800802218,1.915128841248269,-0.021368345785291253,0.00045660620159977444,0.8712624675917614,0.0051539844249231135,60
FC1,N200,mean_amp_roll_mean,Mean amplitude,N200_mean_amp_roll_mean,-0.01865448876511505,-0.32282503618678604,-0.43981785681844077,0.19343974717636647,0.00043779737673439284,0.0050016685075138885,60
FC1,P300,mean_amp_roll_mean,Mean amplitude,P300_mean_amp_roll_mean,-0.007055463987601907,-0.12101359089077751,-0.18291048122539225,0.03345624414210457,0.16185886519024348,0.004979477222330313,60
FC1,P50,peak_amp_roll_mean,Peak amplitude,P50_peak_amp_roll_mean,-0.008646326152358948,3.554106895987306,-0.2099822478242858,0.04409254440133977,0.10733023400913767,0.0052861923389116265,60
FC1,N100,peak_amp_roll_mean,Peak amplitude,N100_peak_amp_roll_mean,0.01858226790156524,-7.709249684878437,0.4024974565457578,0.1620042025258042,0.001431815237395459,0.005549354899391011,60
